,url_cleaned,topic_percentage,topic
103,"['sport', 'lefigaro', 'tenni', 'coup', 'davi', 'actualit', 'noah', 'repond', 'pair', 'croi', 'pa', 'compri', 'esprit', 'coup', 'davi']",0.8605908155441284,santé/symptomes
104,['viadeo'],0.5877602100372314,emploi/finance
105,"['linternaut', 'page', 'jaun']",0.8604152798652649,santé/symptomes
106,"['commentcamarch', 'forum', 'affich', 'comment', 'reduir', 'taill', 'imag', 'jpeg']",0.49187374114990234,météo
107,"['linternaut', 'cinema', 'cinema', 'gaumont', 'labeg', 'shtml']",0.8956668972969055,météo
108,"['lefigaro', 'musiqu', 'artfig', 'kaari', 'rappeur', 'foi', 'populair', 'controvers', 'battu', 'booba']",0.8597665429115295,santé/symptomes
109,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'aujourdhui']",0.5825207829475403,gossip
110,"['madam', 'lefigaro', 'bien', 'etr', 'coupl', 'passionnel', 'forcement', 'voue', 'lechec', 'passion', 'amoureus', 'destructric']",0.5812245607376099,cuisine
111,['commentcamarch'],0.8324922919273376,cuisine
112,"['commentcamarch', 'download', 'telecharg', 'window', 'movi', 'maker']",0.8327202200889587,santé/symptomes
113,"['even', 'lefigaro', 'citat', 'mot']",0.7908042073249817,santé/symptomes
114,"['commentcamarch', 'download', 'montag', 'video']",0.8956502079963684,météo
115,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'montpelli', 'aujourdhui']",0.7908020615577698,gossip
116,"['lachainemeteo', 'alert', 'meteo', 'communiqu', 'special', 'vigil', 'meteo']",0.5813695192337036,cuisine
117,"['droit', 'financ', 'commentcamarch', 'content', 'titr', 'executoir', 'saisi']",0.8329930901527405,cuisine
118,"['cuisin', 'journaldesfemm', 'recett', 'tart', 'pomm']",0.5823317170143127,gossip
119,"['deco', 'jardin', 'journaldesfemm', 'forum', 'affich', 'comment', 'enlev', 'herb', 'poussent', 'gravier', 'autour', 'maison']",0.7910681366920471,cuisine
120,"['resultat', 'bac', 'linternaut', 'academi', 'cors']",0.8956661224365234,météo
121,"['madam', 'lefigaro', 'astro', 'horoscop', 'quotidien', 'taureau']",0.5724341869354248,météo
122,"['sant', 'journaldesfemm', 'psychologi', 'horoscop', 'zodiaqu', 'taureau', 'jour']",0.832984983921051,emploi/finance
123,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'toujour', 'journal', 'femm']",0.8313734531402588,cuisine
124,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'laurent', 'ruquier']",0.8599439263343811,emploi/finance
125,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'pierr', 'mene']",0.7199776768684387,météo
126,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'camilla', 'parker']",0.791351854801178,gossip
127,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'lauri', 'thilleman']",0.8607531189918518,gossip
128,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'christin', 'queen']",0.8952726721763611,gossip
129,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'jamel', 'debbouz']",0.895184338092804,gossip
130,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'alexandra', 'rosenfeld']",0.8803216218948364,gossip
131,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'juli', 'gayet']",0.8803073763847351,gossip
132,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'francoi', 'holland']",0.8803263902664185,gossip
133,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'demi', 'lovato']",0.8803144693374634,gossip
134,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'meghan', 'markl']",0.880314826965332,gossip
135,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'laurent', 'ruquier']",0.880320131778717,gossip
136,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'ayem']",0.8803120851516724,gossip
137,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'celin', 'dion', 'jumeaux']",0.880326509475708,gossip
138,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'flavi', 'flament']",0.8803218007087708,gossip
139,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'jean', 'michel', 'blanquer']",0.8803144693374634,gossip
140,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'michel', 'william', 'destini', 'child']",0.8952017426490784,gossip
141,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'thoma', 'markl']",0.8803179264068604,gossip
142,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'deni', 'brogniart']",0.8803244829177856,gossip
143,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'westwick']",0.8803050518035889,gossip
144,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'elodi', 'frege']",0.8803206086158752,gossip
145,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'princ', 'georg']",0.8803111910820007,gossip
146,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'lola', 'maroi']",0.8803054094314575,gossip
147,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'laetitia', 'milot']",0.8803002238273621,gossip
148,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'laeticia', 'hallydai', 'alessandra', 'sublet']",0.8803153038024902,gossip
149,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'sheeran']",0.88032466173172,gossip
150,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'chloe', 'jouannet']",0.8803169131278992,gossip
151,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'nicola', 'sarkozi']",0.8803241848945618,gossip
152,"['cuisin', 'journaldesfemm']",0.8803065419197083,gossip
153,['journaldesfemm'],0.880319356918335,gossip
154,"['sport', 'lefigaro', 'scan', 'sport', 'artfig', 'coler', 'noir', 'benoit', 'pair', 'pass', 'nerf', 'troi', 'raquett']",0.8803257942199707,gossip
155,"['sport', 'lefigaro', 'footbal', 'transfert', 'actualit', 'mercato', 'direct', 'pogba', 'courtis', 'abid', 'barca']",0.8803255558013916,gossip
156,"['sport', 'lefigaro', 'footbal', 'actualit', 'samir', 'nasri', 'suspendu', 'jusqu', 'janvier']",0.88031405210495,gossip
157,"['droit', 'financ', 'commentcamarch']",0.5815263390541077,météo
158,"['keljob', 'articl', 'exempl', 'mail', 'relanc', 'convaincu', 'recruteur']",0.1666666716337204,Trintignan (acteur)
159,"['commentcamarch', 'comment', 'fair', 'captur', 'ecran']",0.5951088070869446,santé/symptomes
160,"['droit', 'financ', 'commentcamarch', 'alloc', 'familial', 'montant', 'condit']",0.7904155850410461,météo
161,"['droit', 'financ', 'commentcamarch', 'major', 'alloc', 'familial', 'ag', 'enfant']",0.7904110550880432,météo
162,"['journaldunet', 'manag', 'guid', 'manag', 'ruptur', 'conventionnel']",0.7910950183868408,emploi/finance
163,"['lefigaro', 'societ', 'artfig', 'air', 'franc', 'verit', 'salair', 'personnel', 'navig']",0.8325183987617493,santé/symptomes
164,"['lefigaro', 'societ', 'qcmwww', 'compagni', 'air', 'franc', 'peut', 'ell', 'disparaitr']",0.7903916239738464,cuisine
165,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'iri', 'mittenaer']",0.8807331919670105,emploi/finance
166,"['journaldesfemm', 'peopl', 'magazin', 'week', 'end', 'chez', 'star', 'clara', 'morgan']",0.8608317971229553,emploi/finance
167,"['lefigaro', 'musiqu', 'artfig', 'pronost', 'inquiet', 'demi', 'lovato', 'sean', 'paul', 'blame', 'industri', 'musical']",0.8324424028396606,santé/symptomes
168,"['viadeo', 'group', 'detaildiscuss']",0.859574556350708,santé/symptomes
169,"['lefigaro', 'politiqu', 'scan', 'artfig', 'avant', 'vacanc', 'deput', 'votent', 'troi', 'loi', 'jour']",0.8319956660270691,Trintignan (acteur)
170,"['commentcamarch', 'forum', 'affich', 'connaitr', 'expediteur', 'lettr', 'recommande']",0.9069867730140686,gossip
171,"['droit', 'financ', 'commentcamarch', 'forum', 'affich', 'besoin', 'aid', 'avi', 'passag', 'facteur']",0.8803250789642334,gossip
172,"['sant', 'lefigaro', 'articl', 'autism', 'reconnaitr', 'asperg', 'pa', 'simpl']",0.7204952836036682,Trintignan (acteur)
173,"['cadremploi', 'editori', 'conseil', 'conseil', 'carrier', 'articl', 'episod', 'bon', 'defaut', 'entretien', 'dembauch']",0.5825016498565674,gossip
174,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'lyon', 'aujourdhui']",0.860711932182312,gossip
175,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'limog', 'aujourdhui']",0.4686269462108612,emploi/finance
176,"['viadeo', 'visibl']",0.6521236300468445,cuisine
177,"['viadeo', 'set', 'account']",0.7899249792098999,gossip
178,"['viadeo', 'notif']",0.8806278109550476,emploi/finance
179,"['viadeo', 'job', 'center']",0.8956702947616577,météo
180,"['secur', 'viadeo', 'signin']",0.8956703543663025,météo
181,"['linternaut', 'cinema', 'cinema', 'decavis', 'shtml']",0.5825046896934509,gossip
182,"['journaldunet', 'manag', 'guid', 'manag', 'lettr', 'candidatur', 'spontane']",0.5824635028839111,gossip
183,"['keljob', 'articl', 'exempl', 'lettr', 'motiv', 'candidatur', 'spontane']",0.5825190544128418,gossip
184,"['keljob', 'recherch']",0.58250492811203,gossip
185,"['lefigaro', 'vox', 'economi', 'artfig', 'ameriqu', 'trump', 'croissanc']",0.582495927810669,gossip
186,"['actu', 'lachainemeteo', 'actualit', 'meteo', 'tendanc', 'meteo', 'jusquau', 'aout']",0.8327057361602783,santé/symptomes
187,"['codespromo', 'lefigaro', 'code', 'promo', 'netflix']",0.880159854888916,emploi/finance
188,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'demain']",0.8802040219306946,emploi/finance
189,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'lundi']",0.5824739933013916,santé/symptomes
190,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'mardi']",0.789951503276825,cuisine
191,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'samedi']",0.8602627515792847,météo
192,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'dimanch']",0.7914099097251892,météo
193,"['lachainemeteo', 'meteo', 'franc', 'previs', 'meteo', 'franc', 'vendredi']",0.89527428150177,météo
194,"['lefigaro', 'economi']",0.8807402849197388,météo
195,"['sport', 'lefigaro']",0.8807355761528015,météo
196,"['lefigaro', 'politiqu', 'scan']",0.8807364106178284,météo
197,"['sport', 'lefigaro', 'integral']",0.880737841129303,météo
198,"['madam', 'lefigaro', 'mariag', 'comment', 'organis', 'ceremoni', 'laiqu']",0.880737841129303,météo
199,"['journaldesfemm', 'mode', 'lutec']",0.1666666716337204,Trintignan (acteur)
200,"['lachainemeteo', 'meteo', 'franc', 'pai', 'previs', 'meteo', 'franc', 'aujourdhui']",0.5822165608406067,santé/symptomes
201,"['lachainemeteo', 'meteo', 'franc', 'pai', 'previs', 'meteo', 'franc', 'demain']",0.7219989895820618,gossip
202,"['linternaut', 'voyag', 'pratiqu', 'vacanc', 'scolair', 'date', 'calendri', 'officiel', 'anne']",0.5822167992591858,santé/symptomes
203,"['lachainemeteo', 'meteo', 'franc', 'pai', 'previs', 'meteo', 'franc', 'vendredi']",0.7189150452613831,gossip
204,"['droit', 'financ', 'commentcamarch', 'content', 'imposit', 'indemnit', 'licenci']",0.1666666716337204,Trintignan (acteur)
205,"['droit', 'financ', 'commentcamarch', 'content', 'indemnit', 'licenci', 'calcul', 'montant']",0.9072088003158569,météo
206,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'entretien', 'embauch', 'articl', 'question', 'plu', 'courant', 'entretien', 'dembauch']",0.906921923160553,météo
207,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'entretien', 'embauch', 'articl', 'repons', 'question', 'pieg', 'entretien', 'embauch']",0.790097177028656,cuisine
208,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'entretien', 'embauch', 'articl', 'entretien', 'embauch', 'repons', 'question', 'plu', 'courant']",0.8956088423728943,météo
209,"['commentcamarch', 'forum', 'affich', 'combien']",0.8608725070953369,emploi/finance
210,"['commentcamarch', 'forum', 'affich', 'quoi', 'correspond']",0.8956791162490845,emploi/finance
211,"['programm', 'tvmag', 'lefigaro']",0.9301774501800537,emploi/finance
212,"['sant', 'medecin', 'journaldesfemm', 'accid', 'vasculair', 'cerebr', 'avc', 'caus', 'symptom', 'traitement']",0.9302157163619995,emploi/finance
213,"['sant', 'lefigaro', 'articl', 'avc', 'hemorragiqu', 'senti', 'explos', 'dan', 'tete']",0.9355478286743164,emploi/finance
214,"['viadeo', 'messag', 'messagesrecu']",0.790985107421875,cuisine
215,"['viadeo', 'signout']",0.7909744381904602,cuisine
216,['viadeo'],0.7213137149810791,météo
217,"['viadeo', 'messag', 'detailsmessagerecu']",0.8605939745903015,santé/symptomes
218,"['journaldunet', 'patrimoin', 'guid', 'financ', 'personnel', 'prix', 'metaux']",0.7902514338493347,santé/symptomes
219,"['immobili', 'lefigaro', 'articl', 'locat', 'appart', 'meubl', 'berci', 'rappel', 'regl', 'fiscal', 'social', 'effc', 'ecbf']",0.7214816212654114,météo
220,"['droit', 'financ', 'commentcamarch', 'renouvel', 'cart', 'identit', 'perime', 'formalit', 'justificatif']",0.5825201272964478,gossip
221,"['madam', 'lefigaro', 'recett', 'sauc', 'tomat', 'maison']",0.5825148820877075,gossip
222,"['madam', 'lefigaro', 'celebrit', 'photo', 'brad', 'pitt', 'sosi', 'petit', 'ami', 'gwyneth', 'paltrow', 'angelina', 'joli', 'juliett', 'lewi']",0.7214887738227844,météo
223,"['cuisin', 'journaldesfemm', 'recett', 'itali']",0.8600821495056152,santé/symptomes
224,"['madam', 'lefigaro', 'celebrit', 'jeremi', 'meek', 'chloe', 'green', 'prisonni', 'sexi', 'lheritier', 'shop', 'enceint', 'attend', 'enfant']",0.370928019285202,emploi/finance
225,"['even', 'lefigaro', 'citat']",0.8326473832130432,emploi/finance
226,"['commentcamarch', 'forum', 'affich', 'voudrai', 'transfer', 'sm']",0.7901219129562378,météo
